"study_id","analysis_id","analysis_summary","metabolite_name","metabolite_id","refmet_name","units","Control_AKLA.","Control_AMDI.","Control_BABI.","Control_BACO.","Control_BADA.","Control_CECA.","Control_COMA.","Control_DIEM.","Control_DIMA31.","Control_DOMA.","Control_EMYA.","Control_FAAH.","Control_FAKA.","Control_FAND.","Control_HABA.","Control_HOLE.","Control_IBGA.","Control_KHGU.","Control_MAMB.","Control_MBKH.","Control_MEPA.","Control_MOKE.","Control_NDFA25.","Control_NDGU23.","Control_NGEU.","Control_NZFE.","Control_PAMA.","Control_RAFA.","Control_SAAD.","Control_SAAL.","Control_SACA23.","Control_SADI.","Control_SALL.","Control_SESO.","T2D_BASA.","T2D_CAFA.","T2D_CODI.","T2D_DAFA60.","T2D_DIDA.","T2D_DIFA.","T2D_DIFA37.","T2D_DIKH.","T2D_DSMA.","T2D_FAAS.","T2D_FAOU.","T2D_GUOU.","T2D_GUSA.","T2D_KAAD.","T2D_LEWA.","T2D_MADI52.","T2D_MBPA.","T2D_MOMB.","T2D_NDFA.","T2D_NDMO.","T2D_NDND.","T2D_NDOU.","T2D_NDPA.","T2D_NIIB.","T2D_SADI.","T2D_SAKH.","T2D_SAMO11.","T2D_SASE.","T2D_SODA.","T2D_SOFA.","T2D_THAN.","Control_AKLA..1","Control_AMDI..1","Control_BABI..1","Control_BACO..1","Control_BADA..1","Control_CECA..1","Control_COMA..1","Control_DIEM..1","Control_DIMA31..1","Control_DOMA..1","Control_EMYA..1","Control_FAAH..1","Control_FAKA..1","Control_FAND..1","Control_HABA..1","Control_HOLE..1","Control_IBGA..1","Control_KHGU..1","Control_MAMB..1","Control_MBKH..1","Control_MEPA..1","Control_MOKE..1","Control_NDFA25..1","Control_NDGU23..1","Control_NGEU..1","Control_NZFE..1","Control_PAMA..1","Control_RAFA..1","Control_SAAD..1","Control_SAAL..1","Control_SACA23..1","Control_SADI..1","Control_SALL..1","Control_SESO..1","T2D_BASA..1","T2D_CAFA..1","T2D_CODI..1","T2D_DAFA60..1","T2D_DIDA..1","T2D_DIFA..1","T2D_DIFA37..1","T2D_DIKH..1","T2D_DSMA..1","T2D_FAAS..1","T2D_FAOU..1","T2D_GUOU..1","T2D_GUSA..1","T2D_KAAD..1","T2D_LEWA..1","T2D_MADI52..1","T2D_MBPA..1","T2D_MOMB..1","T2D_NDFA..1","T2D_NDMO..1","T2D_NDND..1","T2D_NDOU..1","T2D_NDPA..1","T2D_NIIB..1","T2D_SADI..1","T2D_SAKH..1","T2D_SAMO11..1","T2D_SASE..1","T2D_SODA..1","T2D_SOFA..1","T2D_THAN..1"
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-tryptophan","ME634013","Tryptophan","AU",29300000,24500000,55400000,44700000,25300000,29300000,58400000,1.9e+07,27400000,32500000,59100000,58200000,24200000,25800000,2.3e+07,45800000,67400000,4.3e+07,21100000,67100000,8630000,20300000,58100000,59100000,22200000,34300000,28500000,12100000,65300000,68500000,20900000,3e+07,30900000,32700000,47200000,86900000,37200000,1.03e+08,3.7e+07,28100000,91100000,81800000,13900000,96200000,22800000,45700000,15300000,55400000,53100000,18400000,55200000,62300000,22300000,31900000,58600000,1.04e+08,77200000,16400000,25100000,61400000,23900000,24400000,67100000,18500000,83800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-tyrosine","ME634014","Tyrosine","AU",6660000,9980000,3380000,2260000,9230000,10200000,2150000,5950000,6060000,8040000,5620000,2270000,5920000,8590000,2930000,1.2e+07,2440000,3500000,9160000,3890000,3280000,5970000,7910000,3810000,5080000,9560000,9400000,4770000,4420000,16300000,5600000,8930000,4390000,4460000,16700000,3790000,3360000,15600000,9950000,4140000,3420000,6440000,5200000,3070000,9830000,8880000,4920000,3870000,1.1e+07,5840000,10300000,2740000,7470000,1720000,9410000,4620000,3540000,4850000,4130000,2640000,11700000,5380000,19200000,8100000,11600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","L-valine","ME634015","Valine","AU",65400000,46900000,73300000,63400000,7.8e+07,79600000,64300000,53400000,51400000,41700000,1.03e+08,55300000,47300000,47300000,62800000,88800000,60300000,5.7e+07,91500000,69100000,37300000,48200000,92100000,72100000,47600000,68900000,74200000,43300000,82700000,1.07e+08,50800000,85800000,48800000,74600000,88400000,61500000,81600000,1.52e+08,83200000,50400000,67600000,92700000,45300000,51700000,57300000,84700000,59600000,63300000,1.25e+08,90700000,84900000,64400000,99100000,64900000,1.63e+08,82600000,91600000,53200000,63100000,78700000,81500000,69900000,1.34e+08,50800000,1.19e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Methylmalonylcarnitine","ME634071","CAR DC3:0;2Me","AU",34200,11400,9200,6440,17400,15700,4410,31000,31900,21300,6250,5290,11400,5590,2290,20600,7020,8500,8360,6520,4350,25600,67100,3930,13100,27700,32200,35800,59200,60100,18400,36500,20100,11600,36700,7310,8100,79700,54700,22500,4360,25700,8000,14700,28200,65800,38700,9560,20500,20600,65300,16400,NA,25300,105000,9090,12100,57200,25100,9710,42300,26600,66100,36500,72800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","N-Acetyl-L-glutamate","ME634115","N-Acetylglutamic acid","AU",42500,83300,306000,226000,148000,53500,166000,38500,55400,54000,177000,288000,47900,57500,87800,156000,230000,131000,58700,127000,82500,263000,124000,287000,103000,59200,43000,58100,242000,92800,68300,80400,84500,151000,119000,176000,110000,211000,101000,81400,232000,257000,104000,271000,88000,58500,73000,133000,96400,92900,46800,141000,270000,170000,103000,151000,123000,101000,105000,180000,31600,71800,79800,60900,190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","N-Acetyl-L-ornithine","ME634040","N-Acetylornithine","AU",256000,355000,3290,141000,202000,362000,111000,214000,248000,112000,264000,54000,111000,124000,19900,461000,87100,97000,249000,32700,74400,237000,239000,18700,477000,239000,143000,161000,117000,173000,110000,602000,184000,169000,150000,59500,73400,247000,266000,133000,120000,131000,87900,30400,291000,159000,206000,76400,291000,154000,1020000,142000,NA,226000,169000,157000,101000,872000,112000,180000,1010000,188000,217000,312000,217000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Nicotimide","ME634023","Niacinamide","AU",465000,260000,571000,430000,238000,267000,379000,NA,252000,349000,731000,390000,663000,394000,547000,246000,553000,2240000,316000,376000,271000,248000,475000,410000,240000,310000,536000,335000,595000,273000,264000,281000,284000,473000,436000,755000,1320000,516000,241000,388000,1040000,865000,421000,641000,316000,712000,257000,627000,1890000,379000,736000,714000,378000,691000,598000,1920000,1720000,282000,393000,1590000,241000,NA,1350000,228000,739000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Octadecenylcarnitine","ME634097","CAR 18:1","AU",21100,119000,13900,36300,56600,869000,542000,21000,10600,7470,174000,287000,180000,17500,73600,24800,75200,36700,92100,88200,86900,172000,41300,75000,79200,152000,15400,17700,64900,109000,18700,316000,154000,45500,23900,180000,283000,272000,22500,166000,280000,335000,28300,930000,49100,151000,17000,29300,19300,19700,36100,15200,185000,179000,106000,39700,64100,22500,203000,30300,827000,749000,67100,125000,285000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Octanoylcarnitine","ME634073","CAR 8:0","AU",850000,299000,4870000,12500000,462000,1660000,1820000,356000,2440000,576000,10900000,8260000,544000,292000,3030000,1330000,1850000,1450000,507000,2590000,174000,6200000,4e+06,8640000,198000,1050000,216000,544000,2990000,8320000,119000,1400000,747000,5310000,654000,3120000,5190000,6770000,529000,526000,3210000,3520000,1340000,3890000,2450000,841000,565000,3350000,2690000,403000,1460000,8720000,2160000,4630000,3830000,3620000,3850000,605000,958000,6990000,398000,812000,3090000,829000,3480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Octenoylcarnitine","ME634072","CAR 8:1","AU",1010000,994000,4170000,3190000,557000,1e+06,1600000,409000,536000,559000,4530000,3030000,855000,490000,535000,1930000,1400000,721000,465000,4840000,150000,522000,1320000,4320000,360000,928000,231000,211000,5780000,1050000,115000,2300000,769000,643000,442000,1990000,19900000,7810000,373000,172000,3730000,3160000,184000,9090000,430000,1600000,547000,1370000,2070000,1220000,744000,1550000,1370000,13800000,4270000,2240000,2850000,516000,355000,9190000,545000,1230000,3540000,188000,2090000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Ornithine","ME634028","Ornithine","AU",1720000,1420000,2250000,3060000,1600000,1e+06,2770000,1380000,1310000,823000,2520000,1530000,1280000,2030000,1450000,3520000,3570000,1220000,1750000,3270000,809000,1420000,1680000,2040000,882000,1650000,1650000,1120000,3350000,2390000,1610000,2160000,962000,1800000,2750000,1850000,3220000,3e+06,2550000,1030000,3580000,3610000,1470000,2660000,1910000,1860000,1800000,2120000,1580000,1350000,3660000,3700000,2490000,3090000,2040000,4950000,2810000,1390000,1590000,2060000,2350000,1070000,1790000,1840000,2200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Palmitoylcarnitine","ME634090","CAR 16:0","AU",12100,24000,30000,25000,58200,368000,672000,41500,27200,5780,419000,1030000,85800,68800,66100,55400,129000,16300,138000,253000,163000,38300,32800,222000,138000,544000,14300,12500,218000,159000,47400,604000,49400,74400,17500,435000,532000,609000,56300,348000,372000,388000,25000,439000,134000,115000,47300,91700,46100,11100,35200,7100,374000,466000,205000,30300,162000,49500,113000,71800,333000,82000,41700,307000,454000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Pentadecanoylcarnitine","ME634087","CAR 15:0","AU",1150,2110,5790,12700,743,581,2950,485,420,NA,4570,3200,NA,329,514,400,4740,7860,356,7350,NA,729,215,5630,NA,402,NA,710,3010,2830,5980,1050,1420,2030,681,2680,5080,3720,314,850,4080,2760,NA,6560,278,324,1640,2390,1920,2730,2120,3360,1120,6990,1700,8810,2120,NA,679,5590,222,276,1350,262,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","phenyllactate (PLA)","ME634110","Phenyllactic acid","AU",NA,28900,202000,139000,23300,NA,156000,47800,NA,NA,192000,152000,NA,NA,NA,NA,140000,62100,NA,164000,NA,NA,NA,174000,NA,NA,31900,NA,261000,97300,NA,64500,NA,128000,53900,376000,683000,371000,57700,NA,305000,247000,NA,204000,96200,NA,164000,395000,210000,93800,159000,243000,424000,1650000,245000,239000,276000,122000,63600,765000,NA,NA,46000,58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Phosphate","ME634024","Phosphoric acid","AU",15300000,21500000,31500000,17900000,17900000,34400000,40300000,2e+07,20400000,9980000,50500000,26600000,9270000,26200000,14400000,4.3e+07,4.4e+07,10500000,40200000,26400000,12600000,16600000,19600000,37600000,24200000,23200000,14900000,6830000,29500000,38600000,22100000,38400000,25300000,49900000,16400000,45100000,38300000,48700000,29900000,18300000,36100000,46100000,10200000,37600000,15900000,15900000,1.5e+07,30900000,45100000,15200000,29100000,18600000,4.3e+07,3.9e+07,45700000,35300000,3.4e+07,16700000,11700000,39800000,36900000,23800000,29400000,16200000,3.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Phosphocreatine","ME634036","Phosphocreatine","AU",73600,43100,78300,71800,43700,109000,45400,109000,111000,73900,71200,66300,102000,87300,90500,99700,117000,64000,83400,87200,22300,61500,92200,98800,66800,75500,57700,49500,51000,199000,43700,82200,68700,96700,94600,62700,83800,112000,58400,72100,76500,107000,67200,49100,99300,89700,62700,64700,147000,78900,133000,79200,113000,78200,41200,96300,104000,74800,52700,84000,150000,82000,101000,62500,94600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Phosphodimethyl-ethanolamine","ME634063","N,N-Dimethylethanolamine phosphate","AU",NA,8810,18300,71500,5550,NA,31900,37100,4440,NA,18400,47300,NA,NA,55100,NA,29700,75800,10200,7570,NA,NA,13400,31500,NA,NA,3820,NA,26000,NA,NA,NA,12500,NA,NA,28400,530000,NA,11700,NA,98100,47400,NA,92100,49700,39600,NA,27100,NA,24900,37200,75600,41100,324000,17100,73700,134000,29400,10600,307000,NA,24500,5770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Pimelylcarnitine","ME634075","CAR DC7:0","AU",10800,10900,19100,64700,4750,10500,NA,8660,10000,7700,19100,30300,13300,2940,18400,9390,NA,27000,5810,23900,2010,15800,147000,49800,9700,12600,18000,4930,69300,NA,5580,29600,6690,45500,6930,12200,150000,71800,NA,NA,NA,24400,5390,5700,8520,12900,35200,NA,2970,13800,50600,45300,16000,1180000,36700,86700,45600,39900,11000,196000,10400,11400,NA,6930,10800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Propionylcarnitine","ME634065","CAR 3:0","AU",417000,131000,1050000,462000,151000,318000,987000,206000,507000,187000,1310000,458000,138000,154000,1150000,490000,508000,572000,176000,935000,80100,84800,905000,538000,112000,207000,696000,237000,1300000,720000,124000,297000,179000,949000,852000,863000,842000,1620000,361000,62500,975000,1700000,143000,876000,350000,414000,190000,1110000,2600000,312000,524000,673000,1110000,1390000,2720000,857000,3140000,514000,234000,1030000,173000,204000,807000,101000,2190000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Riboflavin","ME634114","Riboflavin","AU",27600,40400,NA,NA,157000,13900,120000,24100,62200,26400,NA,29500,19100,24300,57000,24400,145000,12500,43000,NA,73000,12100,88200,NA,30000,12300,18200,37700,57500,97300,8870,36400,30900,NA,72500,45200,20100,275000,NA,NA,NA,137000,33200,94900,23400,19900,38000,NA,27000,14800,45200,630000,NA,2e+05,247000,29100,37600,NA,69300,58300,NA,27500,81000,77400,344000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Serotonin","ME634060","Serotonin","AU",18800,12600,22700,6360000,12700,13700,9160,15400,19100,30500,14400,21100,34700,31300,21500,2770000,14500,70800,30800,14900,17800,12200,24400,15500,8390,23400,20600,17100,10200000,11500,15200,13400,19000,18300,7670,23600,80700,18200,25000,61100,15200,14300,20000,12300,23600,8320,19000,11500,247000,12500,38000,14400,12800,13800,27000,22100,65500,21100,18100,78800,14700,19000,87600,14100,13800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Spermidine","ME634030","Spermidine","AU",123000,7420,312000,825000,12600,17100,143000,16900,35100,55700,224000,193000,105000,19900,421000,58500,175000,715000,11000,380000,6520,9160,575000,130000,9520,43100,79400,34400,456000,127000,20600,12500,NA,290000,46600,211000,134000,173000,21500,41500,2e+05,187000,21900,203000,38300,50300,27800,276000,239000,61200,121000,793000,281000,285000,138000,1020000,306000,31900,97900,279000,30200,6450,254000,21200,234000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Spermine","ME634031","Spermine","AU",4110,NA,149000,257000,2990,NA,114000,NA,8770,10000,190000,153000,4960,3050,83900,15100,146000,167000,3800,218000,NA,NA,95200,114000,NA,14500,10900,3960,352000,45600,NA,NA,NA,126000,8090,197000,88500,138000,NA,NA,185000,154000,6860,171000,NA,8310,NA,183000,77400,5400,6760,260000,165000,216000,41800,512000,218000,NA,3660,181000,NA,NA,52400,NA,126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Sphingosine","ME634105","Sphingosine","AU",2530,4510,18600,9410,3140,5290,16300,2330,4710,2580,17600,12400,2230,3160,4930,5410,21000,8250,3670,14800,1450,2320,3220,18300,3840,5020,2930,1910,32400,7680,3870,6110,3300,14800,4680,21300,24700,17300,4200,4070,18900,23100,2140,29000,3590,3660,5280,23400,48500,1770,5420,21400,10600,22800,14000,19300,28100,4370,3350,35300,3730,2560,7430,4520,16400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Stearidonyl carnitine","ME634094","","AU",NA,300,441,754,NA,NA,817,NA,NA,NA,1730,NA,NA,NA,NA,NA,516,NA,NA,1080,NA,NA,NA,533,NA,NA,NA,NA,1830,378,NA,276,NA,NA,NA,368,2690,987,NA,NA,1190,NA,NA,1360,NA,NA,261,1420,1040,NA,295,528,518,1650,966,1440,548,NA,NA,1480,NA,NA,287,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Stearoylcarnitine","ME634098","CAR 18:0","AU",1910,3850,1640,3960,1680,20800,12000,1350,528,1220,8350,30200,9540,2630,23100,893,5050,14900,6100,9900,4950,5480,10200,5390,4890,17000,1200,2750,6550,4070,2200,14300,3470,2240,3460,13800,22000,20100,1190,11100,10400,8970,2870,18000,4840,9090,2330,2420,1450,1740,4950,1570,14100,20500,2710,5770,12600,2010,26000,2980,32700,26800,4970,11500,13800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST002681","AN004353","Reversed phase POSITIVE ION MODE","Taurine","ME634043","Taurine","AU",347000,365000,16900,33100,223000,278000,46500,360000,373000,273000,75800,36100,612000,536000,30100,340000,54500,168000,458000,21400,427000,354000,2e+05,45000,218000,424000,475000,366000,65000,145000,204000,380000,489000,93900,275000,99600,335000,188000,729000,842000,87700,142000,537000,79800,589000,1400000,580000,60600,608000,320000,702000,65000,223000,134000,265000,171000,198000,539000,312000,190000,254000,221000,627000,621000,268000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
